0.3565,0.4213,0.5939,0.    ,0.    ,0.    ,0.    ,0.4126,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.4893
0.3565,0.421 ,0.5904,0.    ,0.    ,0.    ,0.    ,0.4125,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.4937
0.3563,0.4202,0.5795,0.    ,0.    ,0.    ,0.    ,0.4122,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.5064
0.3557,0.4188,0.5603,0.    ,0.    ,0.    ,0.    ,0.4117,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.526
0.3547,0.4168,0.5316,0.    ,0.    ,0.    ,0.    ,0.4113,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.5506
0.3531,0.4141,0.4928,0.    ,0.    ,0.    ,0.    ,0.4111,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.5777
0.3513,0.4115,0.444 ,0.    ,0.    ,0.    ,0.    ,0.4115,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.6049
0.3495,0.4089,0.387 ,0.    ,0.    ,0.    ,0.    ,0.4129,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.6299
0.3476,0.4062,0.3247,0.    ,0.    ,0.    ,0.    ,0.4157,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.6512
0.3457,0.4029,0.2608,0.    ,0.    ,0.    ,0.    ,0.4203,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.    ,0.6677
